Question,Answers,Comment,Instructions,Render as
輪,"りん,wheel",輪,,
火,"か,fire",火,,
医,"い,doctor",医,,
団,"だん,group",団,,
間,"かん,interval",間,,
長,"ちょう,long",長,,
員,"いん,member",員,,
有,"ゆう,have",有,,
堂,"どう,public chamber",堂,,
道,"どう,road",道,,
学,"がく,study",学,,
強,"きょう,strong",強,,
兄,"けい,older brother",兄,,
院,"いん,institution",院,,
紹,"しょう,introduce",紹,,
屋,"おく,roof",屋,,
震,"しん,quake",震,,
連,"れん,take along",連,,
楽,"がく,pleasure",楽,,
行,"こう,go",行,,
一,"いち,one",一,,
習,"しゅう,learn",習,,
出,"しゅつ,exit",出,,
店,"てん,shop",店,,
銀,"ぎん,silver",銀,,
来,"らい,come",来,,
洋,"よう,ocean",洋,,
主,"しゅ,master",主,,
音,"おん,sound",音,,
紙,"し,paper",紙,,
水,"すい,water",水,,
飯,"はん,meal",飯,,
夜,"や,night",夜,,
運,"うん,carry",運,,
転,"てん,revolve",転,,
品,"ひん,article",品,,
史,"し,history",史,,
験仕度食,けんしどしょく,験仕度食,,
事布意切,じふいせつ,事布意切,,
別課台計,べつかだいけい,別課台計,,
絡輪火医,らくりんかい,絡輪火医,,
団間長員,だんかんちょういん,団間長員,,
有堂道学,ゆうどうどうがく,有堂道学,,
強兄院紹,きょうけいいんしょう,強兄院紹,,
屋震連楽,おくしんれんがく,屋震連楽,,
行一習出,こういちしゅうしゅつ,行一習出,,
店銀来洋,てんぎんらいよう,店銀来洋,,
主音紙水,しゅおんしすい,主音紙水,,
飯夜運転,はんやうんてん,飯夜運転,,
品史,ひんし,品史,,
具,"ぐ,tool",具,,
花,"か,flower",花,,
空,"くう,sky",空,,
説,"せつ,theory",説,,
建,"けん,build",建,,
分,"ぶん,part",分,,
使,"し,use",使,,
者,"しゃ,someone",者,,
局,"きょく,office",局,,
便,"べん,convenience",便,,
所,"しょ,place",所,,
高,"こう,tall",高,,
安,"あん,cheap",安,,
館,"かん,public building",館,,
上,"じょう,up",上,,
大,"だい,large",大,,
肉,"にく,meat",肉,,
輩,"はい,comrade",輩,,
介,"かい,jammed in",介,,
教,"きょう,teach",教,,
興,"きゅう,entertain",興,,
夏,"か,summer",夏,,
以,"い,by means of",以,,
族,"ぞく,tribe",族,,
業,"ぎょう,business",業,,
消,"しょう,extinguish",消,,
世,"せ,world",世,,
簡,"かん,simplicity",簡,,
売,"ばい,sell",売,,
飛,"ひ,fly",飛,,
親,"しん,parent",親,,
園,"えん,garden",園,,
卒,"そつ,graduate",卒,,
束,"そく,bundle",束,,
背,"はい,back",背,,
今,"こん,now",今,,
漢,"かん,China",漢,,
問,"もん,question",問,,
袋,"たい,sack",袋,,
試,"し,test",試,,
理,"り,reason",理,,
名,"めい,name",名,,
漫,"まん,cartoon",漫,,
地,"ちち,ground",地,,
車,"しゃ,car",車,,
口,"こう,mouth",口,,
数,"すう,number",数,,
復,"ふく,again",復,,
単,"たん,simple",単,,
作,"さく,make",作,,
具花空説,ぐかくうせつ,具花空説,,
建分使者,けんぶんししゃ,建分使者,,
局便所高,きょくべんしょこう,局便所高,,
安館上大,あんかんじょうだい,安館上大,,
肉輩介教,にくはいかいきょう,肉輩介教,,
興夏以族,きゅうかいぞく,興夏以族,,
業消世簡,ぎょうしょうせかん,業消世簡,,
売飛親園,ばいひしんえん,売飛親園,,
卒束背今,そつそくはいこん,卒束背今,,
漢問袋試,かんもんたいし,漢問袋試,,
理名漫地,りめいまんちち,理名漫地,,
車口数復,しゃこうすうふく,車口数復,,
単作,たんさく,単作,,
符,"ふ,token",符,,
子,"し,child",子,,
通,"つう,pass through",通,,
符子通,ふしつう,符子通,,
