Question,Answers,Comment,Instructions,Render as
務卒命千因婦,むそつめいせんいんふ,務卒命千因婦 ,,
報味大単合夜,ほうみだいたんごうや,報味大単合夜 ,,
嘩医告則品女,かいこくそくひんじょ,嘩医告則品女 ,,
前半友危台好,ぜんはんゆうきたいこう,前半友危台好 ,,
午失員夢反口,ごしついんむはんこう,午失員夢反口 ,,
品合友北,ひんごうゆうほか,品合友北 ,,
好則外半,こうそくがいはん,好則外半 ,,
命女土因,めいじょどいん,命女土因 ,,
堂医前卒,どういぜんそつ,堂医前卒 ,,
嘩台十原,かたいじゅうげん,嘩台十原 ,,
味地告天,みちこくてん,味地告天 ,,
危報員動,きほういんどう,危報員動 ,,
千午夜団,せんごやだん,千午夜団 ,,
婦国大口,ふこくだいこう,婦国大口 ,,
喧園史四,けんえんしし,喧園史四 ,,
務南右反,むなんうはん,務南右反 ,,
単失噌場,たんしつそじょう,単失噌場 ,,
度,ど,度 degrees,,
市,し,市 market,,
展,てん,展 expand,,
定,てい,定 decide,,
指,し,指 finger,,
子,し,子 child,,
懸,けん,懸 suspend,,
寧,ねい,寧 rather,,
店,てん,店 shop,,
拝,はい,拝 worship,,
性,せい,性 gender,,
後,ご,後 behind,,
意,い,意 idea,,
室,しつ,室 room,,
季,き,季 seasons,,
対,たい,対 opposite,,
形,けい,形 shape,,
川,かわ,川 river,,
家,か,家 house,,
屋,おく,屋 roof,,
年,ねん,年 year,,
怪,け,怪 suspicious,,
常,じょう,常 normal,,
手,しゅ,手 hand,,
小,しょう,小 small,,
慣,かん,慣 accustomed,,
建,けん,建 build,,
学,がく,学 study,,
宿,しゅく,宿 inn,,
察,さつ,察 guess,,
我,が,我 ego,,
復,ふく,復 again,,
放,ほう,放 release,,
念,ねん,念 thought,,
所,しょ,所 place,,
岸,がん,岸 beach,,
当,とう,当 hit,,
急,きゅう,急 hurry,,
工,こう,工 craft,,
律,りつ,律 law,,
守,しゅ,守 protect,,
射,しゃ,射 shoot,,
左,さ,左 left,,
山,さん,山 mountain,,
将,しょう,将 leader,,
技,ぎ,技 skill,,
彼,かの,彼 he,,
慮,りょ,慮 prudence,,
布,ふ,布 linen,,
房,ぼう,房 tassel,,
念当意家懸復,ねんとういかけんふく,念当意家懸復 ,,
定怪左急屋布,ていけさきゅうおくふ,定怪左急屋布 ,,
学律性工彼慮,がくりつせいこうかのりょ,学律性工彼慮 ,,
守対店宿後放,しゅたいてんしゅくごほう,守対店宿後放 ,,
慣年所将市我,かんねんしょしょうしが,慣年所将市我 ,,
形室常子度拝,けいしつじょうしどはい,形室常子度拝 ,,
季寧展小川指,きねいてんしょうかわし,季寧展小川指 ,,
察技建房山岸,さつぎけんぼうさんがん,察技建房山岸 ,,
度市展定,どしてんてい,度市展定 ,,
指子懸寧,ししけんねい,指子懸寧 ,,
店拝性後,てんはいせいご,店拝性後 ,,
意室季対,いしつきたい,意室季対 ,,
形川家屋,けいかわかおく,形川家屋 ,,
年怪常手,ねんけじょうしゅ,年怪常手 ,,
小慣建学,しょうかんけんがく,小慣建学 ,,
宿察我復,しゅくさつがふく,宿察我復 ,,
放念所岸,ほうねんしょがん,放念所岸 ,,
当急工律,とうきゅうこうりつ,当急工律 ,,
守射左山,しゅしゃささん,守射左山 ,,
将技彼慮,しょうぎかのりょ,将技彼慮 ,,
柔,じゅう,柔 tender,,
木,もく,木 tree,,
普,ふ,普 universal,,
数,すう,数 number,,
泳,えい,泳 swim,,
政,せい,政 politics,,
気,き,気 feeling,,
旅,りょ,旅 trip,,
東,とう,東 east,,
注,ちゅう,注 pour,,
残,ぜん,残 remainder,,
業,ぎょう,業 business,,
母,ば,母 mother,,
文,ぶん,文 writing,,
故,こ,故 circumstances,,
日,にち,日 day,,
案,あん,案 plan,,
書,しょ,書 write,,
料,りょう,料 fee,,
時,じ,時 time,,
来,らい,来 come,,
段,だん,段 steps,,
束,そく,束 bundle,,
法,ほう,法 method,,
昨,さく,昨 previous,,
毎,まい,毎 every,,
校,こう,校 school,,
敗,はい,敗 failure,,
新,しん,新 new,,
方,ほう,方 direction,,
水,すい,水 water,,
機,き,機 machine,,
洋,よう,洋 ocean,,
歯,は,歯 tooth,,
治,ち,治 govern,,
暖,だん,暖 warmth,,
格,かく,格 status,,
歴,れき,歴 curriculum,,
最,さい,最 most,,
棚,たな,棚 shelf,,
教,きょう,教 teach,,
明,めい,明 bright,,
月,げつ,月 month,,
景,けい,景 scenery,,
易,えき,易 easy,,
泥,どろ,泥 mud,,
棒,ぼう,棒 rod,,
民,みん,民 people,,
本,ほん,本 book,,
汽,き,汽 steam,,
歯格母料気機,はかくばりょうきき,歯格母料気機 ,,
数段月歴時本,すうだんげつれきじほん,数段月歴時本 ,,
敗棚残最棒民,はいたなぜんさいぼうみん,敗棚残最棒民 ,,
教日東新業洋,きょうにちとうしんぎょうよう,教日東新業洋 ,,
毎来治易木水,まいらいちえきもくすい,毎来治易木水 ,,
案文束政柔注,あんぶんそくせいじゅうちゅう,案文束政柔注 ,,
故旅普昨書泳,こりょふさくしょえい,故旅普昨書泳 ,,
方泥校汽景暖,ほうどろこうきけいだん,方泥校汽景暖 ,,
柔木普数,じゅうもくふすう,柔木普数 ,,
泳政気旅,えいせいきりょ,泳政気旅 ,,
東注残業,とうちゅうぜんぎょう,東注残業 ,,
母文故日,ばぶんこにち,母文故日 ,,
案書料時,あんしょりょうじ,案書料時 ,,
来段束法,らいだんそくほう,来段束法 ,,
昨毎校敗,さくまいこうはい,昨毎校敗 ,,
新方水機,しんほうすいき,新方水機 ,,
洋歯治暖,ようはちだん,洋歯治暖 ,,
格歴最棚,かくれきさいたな,格歴最棚 ,,
教明月景,きょうめいげつけい,教明月景 ,,
易泥棒民,えきどろぼうみん,易泥棒民 ,,
相,そう,相 mutual,,
番,ばん,番 one's turn,,
用,よう,用 use,,
準,じゅん,準 standard,,
美,び,美 beauty,,
活,かつ,活 active,,
紙,し,紙 paper,,
父,ふ,父 father,,
目,もく,目 eye,,
線,せん,線 line,,
競,きょう,競 compete,,
神,しん,神 god,,
節,せつ,節 node,,
漫,まん,漫 cartoon,,
海,かい,海 sea,,
物,ぶつ,物 thing,,
研,けん,研 sharpen,,
画,が,画 brush-stroke,,
火,か,火 fire,,
産,さん,産 give birth,,
百,ひゃく,百 hundred,,
等,とう,等 class,,
白,はく,白 white,,
絡,らく,絡 entwine,,
生,せい,生 life,,
簡,かん,簡 simplicity,,
看,かん,看 watch over,,
済,さい,済 settle,,
灯,とう,灯 lamp,,
無,む,無 nothing,,
紹,しょう,紹 introduce,,
科,か,科 section,,
義,ぎ,義 righteousness,,
究,きゅう,究 research,,
経,けい,経 manage,,
男,だん,男 male,,
着,ちゃく,着 wear,,
空,くう,空 sky,,
界,かい,界 world,,
祖,そ,祖 ancestor,,
港,こう,港 harbor,,
特,とく,特 special,,
留,りゅう,留 detain,,
由,ゆう,由 reason,,
理,り,理 reason,,
綿,めん,綿 cotton,,
社,しゃ,社 company,,
約,やく,約 promise,,
発,はつ,発 departure,,
組,そ,組 association,,
究着節火紙科,きゅうちゃくせつかしか,究着節火紙科 ,,
準等留空産発,じゅんとうりゅうくうさんはつ,準等留空産発 ,,
済祖競界社約,さいそきょうかいしゃやく,済祖競界社約 ,,
港物目灯神義,こうぶつもくとうしんぎ,港物目灯神義 ,,
簡百経理番紹,かんひゃくけいりばんしょう,簡百経理番紹 ,,
研漫白活相線,けんまんはくかつそうせん,研漫白活相線 ,,
海父用生画美,かいふようせいがび,海父用生画美 ,,
無綿看組由男,むめんかんそゆうだん,無綿看組由男 ,,
相番用準,そうばんようじゅん,相番用準 ,,
美活紙父,びかつしふ,美活紙父 ,,
目線競神,もくせんきょうしん,目線競神 ,,
節漫海物,せつまんかいぶつ,節漫海物 ,,
研画火産,けんがかさん,研画火産 ,,
百等白絡,ひゃくとうはくらく,百等白絡 ,,
生簡看済,せいかんかんさい,生簡看済 ,,
灯無紹科,とうむしょうか,灯無紹科 ,,
義究経男,ぎきゅうけいだん,義究経男 ,,
着空界祖,ちゃくくうかいそ,着空界祖 ,,
港特留由,こうとくりゅうゆう,港特留由 ,,
理綿社約,りめんしゃやく,理綿社約 ,,
談,だん,談 discuss,,
誕,たん,誕 nativity,,
親,しん,親 parent,,
育,いく,育 nurture,,
遠,えん,遠 far,,
習,しゅう,習 learn,,
退,たい,退 retreat,,
術,じゅつ,術 art,,
課,か,課 section,,
道,どう,道 road,,
輩,はい,輩 comrade,,
貿,ぼう,貿 trade,,
辞,じ,辞 resign,,
自,じ,自 oneself,,
翻,ほん,翻 flip,,
複,ふく,複 duplicate,,
議,ぎ,議 deliberation,,
訳,やく,訳 translate,,
興,きょう,興 entertain,,
覧,らん,覧 see,,
読,どく,読 read,,
輪,りん,輪 wheel,,
説,せつ,説 theory,,
連,れん,連 take along,,
規,き,規 rule,,
近,きん,近 near,,
講,こう,講 lecture,,
者,しゃ,者 someone,,
花,か,花 flower,,
行,こう,行 go,,
送,そう,送 send,,
趣,しゅ,趣 gist,,
適,てき,適 suitable,,
車,しゃ,車 car,,
通,つう,通 pass through,,
設,せつ,設 establish,,
警,けい,警 guard against,,
転,てん,転 revolve,,
試,し,試 test,,
護,ご,護 safeguard,,
聞,ぶん,聞 hear,,
西,せい,西 west,,
話,わ,話 talk,,
計,けい,計 measure,,
見,けん,見 see,,
運,うん,運 carry,,
牛,ぎゅう,牛 cow,,
返,へん,返 return,,
語,ご,語 language,,
途,と,途 route,,
車警辞興退趣,しゃけいじきょうたいしゅ,車警辞興退趣 ,,
育輪話転覧語,いくりんわてんらんご,育輪話転覧語 ,,
者護輩試牛返,しゃごはいしぎゅうへん,者護輩試牛返 ,,
聞複課花貿適,ぶんふくかかぼうてき,聞複課花貿適 ,,
近読通見誕送,きんどくつうけんたんそう,近読通見誕送 ,,
議自説習談道,ぎじせつしゅうだんどう,議自説習談道 ,,
翻術親規訳遠,ほんじゅつしんきやくえん,翻術親規訳遠 ,,
行運講途計設,こううんこうとけいせつ,行運講途計設 ,,
談誕親育,だんたんしんいく,談誕親育 ,,
遠習退術,えんしゅうたいじゅつ,遠習退術 ,,
課道輩貿,かどうはいぼう,課道輩貿 ,,
辞自翻複,じじほんふく,辞自翻複 ,,
議訳興覧,ぎやくきょうらん,議訳興覧 ,,
読輪説連,どくりんせつれん,読輪説連 ,,
規近講者,ききんこうしゃ,規近講者 ,,
花行送趣,かこうそうしゅ,花行送趣 ,,
適車通設,てきしゃつうせつ,適車通設 ,,
警転試護,けいてんしご,警転試護 ,,
聞西話計,ぶんせいわけい,聞西話計 ,,
見運牛返,けんうんぎゅうへん,見運牛返 ,,
長,ちょう,長 long,,
電,でん,電 electricity,,
高,こう,高 tall,,
駐,ちゅう,駐 stop-over,,
飛,ひ,飛 fly,,
震,しん,震 quake,,
館,かん,館 public building,,
階,かい,階 floor of a building,,
雨,う,雨 rain,,
食,しょく,食 eat,,
非,ひ,非 negative,,
間,かん,間 interval,,
頭,とう,頭 head,,
障,しょう,障 hurt,,
音,おん,音 sound,,
院,いん,院 institution,,
郊,こう,郊 outskirts,,
雑,ざつ,雑 miscellaneous,,
関,かん,関 related,,
際,さい,際 occasion,,
部,ぶ,部 part,,
験,けん,験 test,,
険,けん,険 precipitous,,
金,きん,金 gold,,
風,ふう,風 wind,,
電郊雑障風際,でんこうざつしょうふうさい,電郊雑障風際 ,,
階院館震駐高,かいいんかんしんちゅうこう,階院館震駐高 ,,
験長食険部金,けんちょうしょくけんぶきん,験長食険部金 ,,
飛関音雨非頭,ひかんおんうひとう,飛関音雨非頭 ,,
長電高駐,ちょうでんこうちゅう,長電高駐 ,,
飛震館階,ひしんかんかい,飛震館階 ,,
雨食非間,うしょくひかん,雨食非間 ,,
頭障音院,とうしょうおんいん,頭障音院 ,,
郊雑関際,こうざつかんさい,郊雑関際 ,,
部験険金,ぶけんけんきん,部験険金 ,,
