Question,Answers,Comment,Instructions,Render as
to roll something,ころがす,「を転がす」,,
to roll,ころがる,「が転がる」,,
to rotate something,まわす,「を回す」,,
to rotate,まわる,「が回る」,,
to run away from someone,にげる,「誰かから逃げる」,,
to run,はしる,「が走る」,,
to rust,さびる,「錆びる」,,
to safekeep,まもる,「を守る」,,
to save someone,すくう,「誰かを救う」,,
to say something,いう,「を言う」,,
to scratch something,かく,「を掻く」,,
to see something,みる,「を見る」,,
to seek something(to search),さがす,「探す」,,
to sell something,うる,「を売る」,,
to send something,おくる,「を送る」,,
to separate from,はなれる,「と離れる」,,
to sew something,ぬう,「を縫う」,,
to shake something,ふる,「を振る」,,
to sharpen something,とぐ,「を研ぐ」,,
to shift something,うつす,「を移す」,,
to shine,ひかる,「が光る」,,
to shiver,ふるえる,「震える」,,
to shoot at something,はなつ,「を放つ」,,
to show something,みせる,「を見せる」,,
to shrink,ちぢむ,「縮む」,,
to signal someone,つげる,「を告げる」,,
to simplify something,かんそかする,「簡素化する」,,
to sleep,ねる,「が寝る」,,
to slow down,げんそくする,「を減速する」,,
to smell something,かぐ,「を嗅ぐ」,,
to smile ,ほほえむ,「に微笑む」,,
to smoke something,すう,「を吸う」,,
to sneeze,くしゃみをする,「嚏をする」,,
to solidify something,かためる,「固める」,,
to sound,なる,「が鳴る」,,
to speak something,かたる,「を語る」,,
to split something up,わける,「を分ける」,,
to spray something,ふんしゃする,「を噴射する」,,
to spread something,ひろげる,「を広げる」,,
to stand still,せいしする,「が静止する」,,
to stare at something,みつめる,「を見つめる」,,
to start doing something,はじめる,「〜を始める」,,
to start moving,うごきはじめる,「動き始める」,,
to steal something,ぬすむ,「を盗む」,,
to step on something,ふむ,「を踏む」,,
to stick something,はる,「を張る」,,
to stir something,かきまぜる,「かき混ぜる」,,
to stop doing something,やめる,「〜を止める」,,
to stop moving,とめる,「動きを止める」,,
to stretch something,のばす,「を伸ばす」,,
to subtract something,ひく,「を引く」,,
to support someone,すぽーとする,「サポートする」,,
to swim somewhere,およぐ,「泳ぐ」,,
to synthesize something,ごうせいする,「を合成する」,,
to take off cloth,ぬぐ,「を脱ぐ」,,
to talk,はなす,「と話す」,,
to taste something,あじみする,「味見する」,,
to teach someone something,おしえる,「〜に〜を教える」,,
to tell a story,かたる,「を語る」,,
to tell,つたえる,「を伝える」,,
to think about something,かんがえる,「〜について考える」,,
to throw out(abandon) something,なげだす,投げ出す,,
to throw something,なげる,「を投げる」,,
to tick,ちっくする,「チックする」,,
to tie something,しめる,[を締める],,
to tilt something,かたむける,「を傾ける」,,
to touch something,ふれる,「を触れる」,,
to translate something,ほんやくする,「何かを翻訳する」,,
to trigger something,おこす,「を起こす」,,
to turn something off,けす,「〜を消す」,,
to turn something on,つける,「〜をつける」,,
to unpack something,ひらく,「を開く」,,
to use something,つかう,「を使う」,,
to vote for something,とうひょうする,「〜に投票する」,,
to wait for something,まつ,「を待つ」,,
to walk somewhere,あるく,「に歩く」,,
to warn someone,ちゅういをする,注意をする,,
to wash something out,あらいながす,「を洗い流す」,,
to wash something,あらう,「を洗う」,,
to wear something,きる,「を着る」,,
to win something,かつ,「に勝つ」,,
to wish for something,のぞむ,「〜を望む」,,
to wither,かれる,「が枯れる」,,
to worry about something,しんぱいする,「〜について心配する」,,
to worry,しんぱいする,「心配する」,,
to write something,かく,「を書く」,,
