Question,Answers,Comment,Instructions,Render as
connection(adjacent+continue),せつぞく,接続,,
Consciousness,いしきせい,意識性,,
consent or refusal,うむ,有無,,
considerable(remarkable),いちじるしい,著しい,,
consideration,はいりょ,配慮,,
content,なかみ,中身,,
continuous aspect​(grammar),けいぞくそう,継続相,,
contraction,しゅうしゅく,収縮,,
contrast(oppose+illuminate),たいしょう,対照,,
contributor,ていきょうしゃ,提供者,,
convergence,しゅうそく,収束,,
correct(i-adj),ただしい,正しい,,
correct(na-adj),せいかく,正確,,
correction,ほせい,補正,,
corridor,ろうか,廊下,,
cost,ひよう,費用,,
course(new path discovered),みちじゅん,道順,,
coworker,どうりょう,同僚,,
Crime,はんざい,犯罪,,
Critique of Judgment,はんだんりょくひはん,判断力批判,,
curve,きょくせん,曲線,,
day off(holiday),きゅうか,休暇,,
decision(decide+fix),けってい,決定,,
decomposer(parts apart),ぶんかいしゃ,分解者,,
deficiency,けつぼう,欠乏,,
definitive,かくていてき,確定的,,
delay,ちえん,遅延,,
dental clinic,しかいいん,歯科医院,,
depletion,こかつ,枯渇,,
desensitization,だつかんじゅせい,脱感受性,,
destination general,いきさき,行き先,,
destination of a visit,ほうもんさき,訪問先,,
detailed explanation,かいせつ,解説,,
detailed,くわしい,詳しい,,
dialect,ほうげん,方言,,
difficulty degree,たんいど,難易度,,
Direction,ほうこう,方向,,
discharge,はっしゃ,発射,,
disfunction,きのうふぜん,機能不全,,
distance(long dist+detach),きょり,距離,,
distortion,ゆがみ,歪み,,
dominant,ゆういせい,優位性,,
Driving+wheel​,くどうりん,駆動輪,,
duplication,ちょうふく,重複,,
Duration ,じぞく,持続,,
dwelling,すまい,住まい,,
each other,たがいに,互いに,,
each(time),つど,都度,,
East,ひがし,東,,
effect,こうか,効果,,
effective dose 640,じっこうせんりょう,実効線量,,
electric inactivity,でんきてきふかつどう,電気的不活動,,
electrodiagnosis,でんきしんだん,電気診断,,
Electrostatic discharge​,ほうでん,放電,,
elementary level,しょきゅう,初級,,
ellipsis symbol,しょうりゃくきごう,省略記号,,
emotion,じょうどう,情動,,
encoding,ふごうか,符号化,,
environmental (magnetic) field,かんきょうじかい,環境磁界,,
equilibrium,へいこう,平衡,,
equivalent(in meaning),そうとう,相当,,
evaluation report,ひょうかほうこくしょ,評価報告書,,
event-related,じしょうかんれん,事象関連,,
event,できごと,出来事,,
everyone,かくじ,各自,,
exchange 950,こうかん,交換,,
exchange of one's recent news,きんきょうほうこく,近況報告,,
Experience,けいけん,経験,,
exploratory behavior,たんさくこうどう,探索行動,,
extra money to maintain something,たもつによゆう,保つに余裕,,
eyesight,しりょく,視力,,
faint,しっしん,失神,,
familiar,おなじみ,お馴染み,,
famous scene,めいばめん,名場面,,
farewell party,そうべつかい,送別会,,
fatigue,ひろう,疲労,,
fictitious transaction,かくうとりひき,架空取引,,
field trip,けんがくりょこう,見学旅行,,
field-of-view,さつぞうや,撮像野,,
final,さいご,最後,,
finger indep,ゆびのどくりつ,指の独立,,
firmly places on(on a chair),どっかり,ドッカリ,,
fitness,てきせい,適性,,
focus,しょうてん,焦点,,
free time,ひま,暇,,
Frequency,しゅうはすう,周波数,,
frustration,よっきゅうふまん,欲求不満,,
fuel cutoff,ねんりょうぎれ,燃料切れ,,
function decline,きのうていか,機能低下,,
function,きのう,機能,,
gap,ずれ,ズレ,,
generalization,ぜんぱんか,全般化,,
genitals,せいき,性器,,
getting ready,ようい,用意,,
GPS position,いちじょうほう,位置情報,,
Grammatical tense,ぶんぽうのじせい,文法の時制,,
gratitude letter,かんしゃじょう,感謝状,,
great difference,たいさ,大差,,
greeting phrase,あいさつぶん,挨拶文,,
Half-life,はんげんき,半減期,,
Hallucination,げんかく,幻覚,,
hang up the phone,でんわをきる,電話を切る,,
harmonic analysis,ちょうわぶんせき,調和分析,,
heat balance,ねつへいこう,熱平衡,,
heat radiation,ねつほうさん,熱放散,,
home-schooling,じたくがくしゅう,自宅学習,,
hometown(birthplace),ふるさと,故郷,,
house with an attached shop,てんぽうつきじゅうたく,店舗付住宅,,
how to use,りようほうほう,利用方法,,
husband,おっと,夫,,
hyperactivity,たどうせい,多動性,,
hypoventilation,かんきていか,喚気低下,,
I regret to say,いかんながら,遺憾ながら,,
identically,どうように,同様に,,
identification tag,にんしきひょう,認識票,,
ignoring a traffic light,しんごうむし,信号無視,,
Illusion,さっかく,錯覚,,
imaginary,そうぞうじょう,想像上,,
immediately(=すぐに),さっそく,早速,,
immobilization,ふどうか,不動化,,
implantation,うめこみ,埋め込み,,
impossible to understand,りかいふのう,理解不能,,
in some way,なんらか,何らか,,
inactivity,むかつどう,無活動,,
incomplete,ふかんぜん,不完全,,
inconvenient,ふつごう,不都合,,
incremental response,ぞうかせいおうとう,増加性応答,,
incremental,だんかいてき,段階的,,
indicator,しじき,指示器,,
info storage medium,きろくばいたい,記録媒体,,
inhalation,きゅうにゅう,吸入,,
injection,ちゅうしゃ,注射,,
inner state of something specific,じょうたい,状態,,
input,にゅうりょく,入力,,
insensitive,むしんけい,無神経,,
instinct,ほんのう,本能,,
institutionalization,せいどか,制度化,,
integration,とうごう,統合,,
intentional,いとてき,意図的,,
interference,かんしょう,干渉,,
interpretation,とらえかた,捉え方,,
interrogative sentence​,ぎもんぶん,疑問文,,
intransitive verb,じどうし,自動詞,,
introductory part,どうにゅうぶ,導入部,,
inverse problem,ぎゃくもんだい,逆問題,,
involuntary movement,ふずいいうんどう,不随意運動,,
irrefular,ふきそくせい,不規則性,,
Irregular verb,ふきそくどうし,不規則動詞,,
is something happening,なにがおきてるの,何が起きてるの,,
isolated,どくりつせい,独立性,,
itching,かゆみかん,かゆみ感,,
judging by situation,じょうきょうはんだん,状況判断,,
just barely,きりぎり,ギリギリ,,
just before,ちょくぜん,直前,,
kind(category),しゅるい,種類,,
kinetic,そくどろん,速度論,,
last night,さくや,昨夜,,
latency,せんじ,潜時,,
Learning disability,がくしゅうしょうがい,学習障害,,
left,ひだり,左,,
licence,きょかしょう,許可証,,
listener side,ききて,聞き手,,
lite,かるい,軽い,,
living expenses,せいかつひ,生活費,,
living on good terms,なかよくくらし,仲良く暮らし,,
living room(residence+space),いま,居間,,
localization,きょくざい,局在,,
long time,なんねんも,何年も,,
machine,きかい,機械,,
magnetic field gradient,じかいこうばい,磁界勾配,,
making efficinet(optimization),こうりつか,効率化,,
many years,なんねんかんも,何年間も,,
maze learning,めいろがくしゅう,迷路学習,,
means of transportation,いどうしゅだん,移動手段,,
measuring instrument,そくていき,測定器,,
memory storage,きおくそうち,記憶装置,,
missing an opportunity,きかいそんしつ,機会損失,,
mistake of fact,じじつごにん,事実誤認,,
misunderstanding,ごかい,誤解,,
model,かたしき,型式,,
modified capitalism,しゅうせいしほんしゅぎ,修正資本主義,,
money saving,ちょきん,貯金,,
mood(how things are) at work,しごとのちょうし,仕事の調子,,
more and more,だんだん,ダンダン,,
motivation,どうきづけ,動機づけ,,
multi-byte character,ふくすうばいともじ,複数バイト文字,,
Mutation(unexpec+variation),とつぜんへんい,突然変異,,
native country languge,ぼこくご,母国語,,
natural,とうぜん,当然,,
near oneself(familiar),みぢか,身近,,
necessity,ひつようせい,必要性,,
negative symptom,いんせいしょうじょう,陰性症状,,
negative word,ひていご,否定語,,
nerve growth factor,しんけいせいちょういんし,神経成長因子,,
new years card,ねんがじょう,年賀状,,
nitrogen,ちっそ,窒素,,
non of your business,きものかんすることがら,君の関する事柄,,
nonexistent,かいむ,皆無,,
not yet learned,みしゅう,未習,,
notification bar,つうちばー,通知バー,,
number of occurrences,しゅつげんかいすう,出現回数,,
numbness,しびれかん,しびれ感,,
object(Grammar),もくてきご,目的語,,
obvious,めいはく,明白,,
occupational disease,しょくぎょうびょう,職業病,,
omen,ぜんちょう,前兆,,
one strong point,とくい,得意,,
one's assessment of the situation ,じょうきょうはんだん,状況判断,,
one's self,じしん,自身,,
ongoing,しんこうちゅう,進行中,,
online,おんらいん,オンライン,,
onwards,いこう,以降,,
operation environment,どうさかんきょう,動作環境,,
order (to an employee from management),ぎょうむめいれい,業務命令,,
organizat(ion),そしきか,組織化,,
Organized crime,そしきはんざい,組織犯罪,,
outflow,りゅうしゅつ,流出,,
output,しゅつりょく,出力,,
outward current,そとむきでんりゅう,外向き電流,,
overload,かふか,過負荷,,
owner,しょじしゃ,所持者,,
Oxygen,さんそ,酸素,,
Pacifif ocean,たいへいよう,太平洋,,
packed in tin can,かんいり,缶入り,,
pain,つうかく,痛覚,,
part,ぶぶん,部分,,
Participle(suki),ぶんし,分詞,,
particular account,とくていこうざ,特定口座,,
particular(moment),とくてい,特定,,
passing certificate,ごかくしょう,合格証,,
Patient,かんじゃ,患者,,
patient's condition,びょうじょう,病状,,
pattern,ぱたーん,パターン,,
peak,ちょうてん,頂点,,
perceived quality,ちかくひんしつ,知覚品質,,
period,きかん,期間,,
periodic,しゅうきせい,周期性,,
person from rural area,いなかもの,田舎者,,
Phase,いそう,位相,,
phenomenon,げんしょう,現象,,
phenotype,ひょうげんけい,表現型,,
Phosphorus,りん,燐,,
photography prohibition,さつえいきんし,撮影禁止,,
photon,こうし,光子,,
physical examination table,しんさつ,診察台,,
Physiology,せいりがく,生理学,,
picture teaching materials,えきょうざい,絵教材,,
place where something exist,しょぞん,所在,,
point,ぽいんと,ポイント,,
polymorphic,おおけいせい,多形性,,
poor at,にがて,苦手,,
positive wave,ようせいは,陽性波,,
posture,しせい,姿勢,,
potential(voltage),でんい,電位,,
practical question,じっさいもんだい,実際問題,,
precise(definite),めいかく,明確,,
Preventive war,よぼうせんそう,予防戦争,,
problem(issue),もんだい,問題,,
procedure manual,てじゅんしょ,手順書,,
product name(brand),しょうひんめい,商品名,,
products(to sell),しょうひん,商品,,
prohibited item,きんしじこう,禁止事項,,
prohibition,きんし,禁止,,
projection,とうしゃ,投射,,
promise(promise+bundle),やくそく,約束,,
propagation,でんぱ,伝播,,
protagonis,しゅじんこう,主人公,,
Protest,はんたいうんどう,反対運動,,
provoked reaction,ゆうはつはんのう,誘発反応,,
Public broadcasting,こうきょうほうそう,公共放送,,
quantal release,りょうしてきほうしゅつ,量子的放出,,
quantity,すうりょう,数量,,
quiet(place),しずか,静か,,
random,らんだむ,ランダム,,
ray of hope,きぼうのひかり,希望の光,,
reaction equation,はんのうしき,反応式,,
reaction,はんのう,反応,,
readiness potential,じゅんびでんい,準備電位,,
reading comprehansion,どっかいりょく,読解力,,
real estate agent(birth+seller),ふどうさんや,不動産屋,,
recipient (of a transmission)​,ちゃくしんしゃ,着信者,,
recipient(of email),じゅしんあいて,受信相手,,
recombination,くみかえ,組み換え,,
reconstruction,さいこうせい,再構成,,
recording(obtain+record),しゅうろく,収録,,
reestablish,さいせってい,再設定,,
reference document,さんしょうぶんけん,参照文献,,
Reflection ,はんしゃ,反射,,
reflex,はんしゃ,反射,,
refractory(unresponse state),ふおうじょうたい,不応状態,,
regeneration,さいせい,再生,,
regional community,ちいきしゃかい,地域社会,,
religion,しゅうきょう,宗教,,
repetition,くりかえし,繰り返し,,
representative democracy,だいひょうみんしゅせい,代表民主制,,
resistance,ていこう,抵抗,,
respect for people communication,そんけいご,尊敬語,,
respect for things people express,いけんのそんちょう,意見の尊重,,
respecting the intentions,いこうそんちょう,意向尊重,,
response confirmation ,おうとうかくにん,応答確認,,
Response time,おうとうじかん,応答時間,,
restaurant,いんしょくてん,飲食店,,
rhythm,りつどう,律動,,
role playing,やくわりえんぎ,役割演技,,
rules of use,ようほう,用法,,
run,そうこう,走行,,
same room,どうしつ,同室,,
Saturation,ほうわ,飽和,,
scammer,さぎし,詐欺師,,
scattering,さんらん,散乱,,
Seasonal adjustment,きせつちょうせい,季節調整,,
secondary,ふくじてき,副次的,,
selection,せんたく,選択,,
selfie stick,じどりぼう,自撮り棒,,
sensation,かんかく,感覚,,
sensitivity,かんど,感度,,
sentence pattern,ぶんけい,文型,,
several years,すうねんかん,数年間,,
several,すうこ,数個,,
sex-linked inheritance,はんせいいでん,伴性遺伝,,
shared resource,きょうゆうしげん,共有資源,,
shortest,さいたん,最短,,
showing(carry in hands+show),ていじ,提示,,
simultaneous,どうじせい,同時性,,
Sleep,すいみん,睡眠,,
small sum,しょうがく,少額,,
smoothing,へいかつか,平滑化,,
social anxiery disorder,しゃこうふあんしょうがい,社交不安障害,,
social standing,みぶん,身分,,
something difficult,たいへん,大変,,
source of information,じょうほうげん,情報源,,
source,はっせいげん,発生源,,
speaker side,はなして,話し手,,
speaker,はつわしゃ,発話者,,
species,しゅるい,種類,,
specific,とくいてき,特異的,,
spectator,かんきゃく,観客,,
speed(per h),じそく,時速,,
sport related to injury,けがにつながるすぽーつ,怪我に繋がるスポーツ,,
square,しかく,四角,,
sreet corner,まちかど,街角,,
stabilization,あんていか,安定化,,
stamp collection,きってしゅうしゅう,切手収集,,
standpoint,たちば,立場,,
starting(a machine),しどう,始動,,
staying expenses,たいざいひ,滞在費,,
Steady state,ていじょうじょうたい,定常状態,,
still(still there),いぜん,依然,,
stillness,せいし,静止,,
stimulator,しげきそうち,刺激装置,,
strong-willed,いしのつよい,意志の強い,,
structure element,こうぞうたいようそ,構造体要素,,
student ID card,がくせいしょう,学生証,,
subjective symptoms,じかくしょうじょう,自覚症状,,
subordination clause,じゅうぞくせつ,従属節,,
sulfur,いおう,硫黄,,
sum total,ごうけい,合計,,
sumo wrestler,すもうとり,相撲取り,,
sun,おひさま,お日様,,
superior(ruler),じょうし,上司,,
supplementary teaching materials,ふくきょうざい,副教材,,
suppression,よくあつ,抑圧,,
surface,ひょうめん,表面,,
surrender,こうさん,降参,,
symmetry,たいしょうせい,対称性,,
sympathy,こうかん,交感,,
syndrom,しょうこうぐん,症候群,,
synonym,どういご,同意語,,
syntax,ぶんしょうろん,文章論,,
tactile sensation,しょっかく,触覚,,
taxes,ぜいきん,税金,,
tension,ちょうりょく,張力,,
test,しけん,試験,,
the end,おしまい,お仕舞い,,
the past,かこ,過去,,
Theoretical physics,りろんぶつりがく,理論物理学,,
thing,ことがら,事柄,,
threshold ,いきち,閾値,,
ticket selling machine,けんばいき,券売機,,
time axis,じかんじく,時間軸,,
time table,じこくひょう,時刻表,,
to act like one has to spare,よゆうをかます,余裕を噛ます,,
to add something,くわえる,加える,,
to advance(forward),すすむ,進む,,
to agree,どういする,同意する,,
to align(to edge),そろえる,揃える,,
to approach,よる,寄る,,
to ask,たずねる,尋ねる,,
to bark,はえる,吠える,,
to be adjacent(itnr),せっする,接する,,
to be fit for(intr),てきする,適する,,
to be in a hurry,いそう,急ぐ,,
to be late,おこれる,遅れる,,
to be laying down,よこたわる,横たわる,,
to be shattered(intr),くだける,砕ける,,
to behave,ふるまう,振舞う,,
to calm down(weather),たいぜんする,泰然する,,
to carry,はこぶ,運ぶ,,
to chant(to say) ,となえる,唱える,,
to characterize,とくちょうづける,特徴付ける,,
to come to existance,せいりつする,成立する,,
to commit(crime),おかす,犯す,,
to concetrate,しゅうちゅうする,集中する,,
to conform(to obay),したがう,従う,,
to convey(info),つたえる,伝える,,
to cover(to extend),わたる,渡る,,
to decrease in size,へる,減る,,
to dicrease(intr),へる,減る,,
to differ(intr),ことなる,異なる,,
to discard,すてる,捨てる,,
to distinguish,くべつがつく,区別がつく,,
to do together,ともに,共に,,
to emphasize,とりたてる,取り立てる,,
to encourage tr,うながす,促す,,
to end(int),おわる,終わる,,
to exchange(re+),くりかえる,繰り替える,,
to exclude,のぞく,除く,,
to fall down rolling,ころがりおちる,転がり落ちる,,
to follow someone,おう,追う,,
to get accustomed,なれる,慣れる,,
to get in touch with,れんらくをとれる,連絡を取る,,
to get off(car),おりる,降りる,,
to get,える,得る,,
to give,あたえる,与える,,
to go to meet,むかえる,迎える,,
to grasp tr,にぎる,握る,,
to hand over,わたす,渡す,,
to have something in common,あいつうじる,相通じる,,
to hold dear,だいじにする,大事にする,,
to include,ふくむ,含む,,
to increase(intr),ふえる,増える,,
to indicate,しめす,示す,,
to invite,さそう,誘う,,
to lay down,よこになる,横になる,,
to learn,みにつける,身につける,,
to leave(to be separated),はなれる,離れる,,
to load(a gun),こめる,込める,,
to make a lasting impression,いんしょうにのこる,印象に残る,,
to make fun of,からかう,揶揄う,,
to make noise,そうおんをたてる,騒音を立てる,,
to match(tr),あわせる,合わせる,,
to measure,はかる,計る,,
to move(tr),うごかす,動かす,,
to need,いる,要る,,
to obay instructions,しじにしたがう,指示に従う,,
to operate(machine),あやつる,操る,,
to partition,くぎる,区切る,,
to perform,おこなう,行う,,
to pick up,ひろう,拾う,,
to play musical,ひく,弾く,,
to receive care,せわになる,世話になる,,
to recommend tr,すすめる,勧める,,
to recommend,すすめる,勧める,,
to refuse tr,ことわる,断る,,
to repeat(re+),くりかえす,繰り返す,,
to replace(re+),いれかえる,入れ替える,,
to restrict(tr),かぎる,限る,,
to ring,なる,鳴る,,
to rise up,たちのぼる,立ち昇る,,
to scan,すきゃん,スキャン,,
to set a deadline,きげんをきる,期限を切る,,
to show the way,みちびく,導く,,
to show(to express),あらわす,表す,,
to spin,めぐる,巡る,,
to spin(onomato),ぐるぐる,グルグル,,
to stop(tr),とめる,止める,,
to take a rest,きゅうけいをとる,休憩をとる,,
to take a walk,さんぽ,散歩,,
to take leave,じする,辞する,,
to talk about(tr),かたる,語る,,
to tell apart tr(one from another),みわける,見分ける,,
to throw,なげる,投げる,,
to use ,もちいる,用いる,,
to watch,みる,観る,,
to wish for,もとめる,求める,,
tomb of someone with no relatives,むえんばか,無縁墓,,
topic(grammar),しゅだい,主題,,
traffic control(sorting),こうつうせいり,交通整理,,
transaction(katakana),とらんざくしょん,トランザクション,,
transfrmation,へんかん,変換,,
transitive verb,たどうし,他動詞,,
transmission originator,はっしんもと,発信元,,
transmission,つうか,通過,,
transportation,ゆそう,輸送,,
trash bin,ごみばこ,ゴミ箱,,
turn,じゅんばん,順番,,
typical(question),いっぱんてき,一般的,,
unable to pass through,とおれない,通れない,,
unbiased(objective),きゃっかんてき,客観的,,
under guidance,しどうのもとに,指導の下に,,
unmarried person,どくしんしゃ,独身者,,
unordered(random order),じゅんじょふどう,順序不同,,
unrelated,かんけいがない,関係がない,,
unreliable,たよりない,頼りない,,
unspecific,ひとくいてき,非特異的,,
untreatable(therapy inpossible),ちりょうふかのう,治療不可能,,
vague(unclear),ばくぜん,漠然,,
validation(confirm+knowledge),かくにん,確認,,
variant,へいしゅ,変種,,
different form,いけい,異型,,
victim,ひがいしゃ,被害者,,
viewpoint,みかた,見方,,
visibility,しかんど,視感度,,
vision of a future,しょうらいぞう,将来像,,
visit,ほうもん,訪問,,
visitor,らいきゃくしゃ,来客者,,
visual(editor),しかくてき,視覚的,,
vocabulary table,ごいひょう,語彙表,,
voltage(electr+pressure),でんあつ,電圧,,
waypoint ,つうかてん,通過点,,
when practice,れんしゅうのさい,練習の際,,
width(in range of 3 hours),はば,幅,,
winning after defeat(comback!),ぎゃくてんがち,逆転勝ち,,
without hesitation,まよいなく,迷いなく,,
word used mainly in writing,ぶんしょうご,文章語,,
work environment,さぎょうかんきょう,作業環境,,
work to be submitted,ていしゅつぶつ,提出物,,
worry,きづかい,気遣い,,
writer(device),きろくき,記録器,,
writing on a blackboard,ばんしょ,板書,,
young person,わかもの,若者,,
