Question,Answers,Comment,Instructions,Render as
参,さん,参,participate,
友,ゆう,友,friend,
反,はん,反,anti-,
収,しゅう,収,take in,
受,じゅ,受,accept,
口,く,口,mouth,
古,こ,古,old,
句,く,句,phrase,
可,か,可,possible,
台,だい,台,pedestal,
右,う,右,right,
号,こう,号,number,
合,ごう,合,fit,
同,どう,同,same,
名,めい,名,name,
向,こう,向,over there,
否,ひ,否,negate,
吸,きゅう,吸,suck,
告,こく,告,tell,
周,しゅう,周,circumference,
味,み,味,flavor,
呼,こ,呼,call,
命,めい,命,fate,
和,わ,和,peace,
品,ひん,品,article,
員,いん,員,member,
哲,てつ,哲,philosophy,
唯,ゆい,唯,solely,
商,しょう,商,sell,
問,もん,問,question,
喫,きつ,喫,consume,
営,えい,営,manage,
器,き,器,container,
回,かい,回,times,
因,いん,因,cause,
団,だん,団,group,
困,こん,困,become distressed,
囲,い,囲,surround,
図,ず,図,diagram,
国,こく,国,country,
土,ど,土,soil,
在,ざい,在,exist,
地,ちち,地,ground,
型,けい,型,model,
基,き,基,foundation,
報,ほう,報,report,
場,じょう,場,place,
増,ぞう,増,increase,
士,し,士,gentleman,
売,ばい,売,sell,
変,へん,変,change,
外,がい,外,outside,
多,た,多,many,
夜,や,夜,night,
夢,む,夢,dream,
大,だい,大,large,
天,てん,天,heaven,
太,たい,太,thick,
夫,ふ,夫,husband,
央,おい,央,center,
失,しつ,失,lose,
奇,き,奇,strange,
契,けい,契,pledge,
奨,しょう,奨,exhort,
女,じょ,女,woman,
好,こう,好,like,
妙,みょう,妙,exquisite,
妹,まい,妹,younger sister,
姉,し,姉,older sister,
始,し,始,begin,
委,い,委,committee,
婚,こん,婚,marriage,
婦,ふ,婦,lady,
子,し,子,child,
字,じ,字,letter,
存,そん,存,suppose,
学,がく,学,study,
宅,たく,宅,home,
宇,う,宇,eaves,
守,しゅ,守,protect,
安,あん,安,cheap,
完,かん,完,perfect,
宗,しゅう,宗,religion,
宙,ちゅう,宙,mid-air,
定,てい,定,decide,
実,じつ,実,truth,
客,きゃく,客,guest,
室,しつ,室,room,
害,がい,害,harm,
家,か,家,house,
容,よう,容,contain,
宿,しゅく,宿,inn,
寄,き,寄,approach,
察,さつ,察,guess,
審,しん,審,examine,
対,たい,対,opposite,
専,せん,専,specialty,
小,しょう,小,small,
少,しょう,少,few,
就,しゅう,就,concerning,
局,きょく,局,office,
居,きょ,居,reside,
屈,くつ,屈,yield,
屋,おく,屋,roof,
山,さん,山,mountain,
工,こう,工,craft,
左,さ,左,left,
差,さ,差,distinction,
市,し,市,market,
希,き,希,hope,
師,し,師,expert,
席,せき,席,seat,
帰,き,帰,return,
常,じょう,常,normal,
平,へい,平,flat,
年,ねん,年,year,
幸,こう,幸,happiness,
広,こう,広,wide,
底,てい,底,bottom,
店,てん,店,shop,
府,ふ,府,urban prefecture,
度,ど,度,degrees,
座,ざ,座,sit,
康,こう,康,health,
建,けん,建,build,
弁,べん,弁,valve,
式,しき,式,style,
引,いん,引,pull,
張,ちょう,張,stretch,
強,きょう,強,strong,
当,とう,当,hit,
形,けい,形,shape,
影,えい,影,shadow,
役,やく,役,service,
待,たい,待,wait,
後,ご,後,behind,
得,とく,得,acquire,
御,ご,御,honorable,
復,ふく,復,again,
微,び,微,delicate,
徳,とく,徳,benevolence,
徹,てつ,徹,penetrate,
心,しん,心,heart,
必,ひつ,必,without fail,
志,し,志,intention,
快,かい,快,cheerful,
念,ねん,念,thought,
怖,ふ,怖,dreadful,
思,し,思,think,
急,きゅう,急,hurry,
性,せい,性,gender,
怪,かい,怪,suspicious,
恋,れん,恋,romance,
恐,きょう,恐,fear,
悟,ご,悟,enlightenment,
悪,あく,悪,bad,
悲,ひ,悲,sad,
情,じょう,情,feelings,
惑,わく,惑,beguile,
想,そう,想,concept,
愉,ゆ,愉,pleasure,
意,い,意,idea,
愛,あい,愛,love,
感,かん,感,feeling,
態,たい,態,condition,
慎,しん,慎,humility,
慢,まん,慢,ridicule,
慣,かん,慣,accustomed,
慮,りょ,慮,prudence,
憩,けい,憩,recess,
憲,けん,憲,constitution,
憶,おく,憶,recollection,
懸,けん,懸,suspend,
成,せい,成,become,
我,が,我,ego,
戚,せき,戚,grieve,
戦,せん,戦,war,
所,しょ,所,place,
手,しゅ,手,hand,
才,さい,才,genius,
批,ひ,批,criticism,
承,しょう,承,acquiesce,
投,とう,投,throw,
抗,こう,抗,confront,
択,たく,択,choose,
抵,てい,抵,resist,
拍,はく,拍,clap,
招,しょう,招,beckon,
拝,はい,拝,worship,
拡,かく,拡,broaden,
捕,ほ,捕,catch,
掃,そう,掃,sweep,
授,じゅ,授,instruct,
接,せつ,接,contact,
掲,けい,掲,put up,
提,てい,提,present,
換,かん,換,interchange,
握,あく,握,grip,
援,えん,援,aid,
支,し,支,branch,
攻,こう,攻,aggression,
放,ほう,放,release,
政,せい,政,politics,
救,きゅう,救,salvation,
敗,はい,敗,failure,
教,きょう,教,teach,
数,すう,数,number,
整,せい,整,put in order,
文,ぶん,文,writing,
料,りょう,料,fee,
断,だん,断,cut off,
方,ほう,方,direction,
施,し,施,carry out,
日,にち,日,day,
明,めい,明,bright,
易,えき,易,easy,
星,せい,星,star,
昼,ちゅう,昼,daytime,
時,じ,時,time,
景,けい,景,scenery,
暇,か,暇,spare time,
暗,あん,暗,dark,
曲,きょく,曲,musical composition,
更,こう,更,grow late,
書,しょ,書,write,
最,さい,最,most,
月,げつ,月,month,
有,ゆう,有,have,
服,ふく,服,clothes,
望,ぼう,望,hope,
期,き,期,period of time,
未,み,未,not yet,
本,ほん,本,book,
材,ざい,材,lumber,
条,じょう,条,clause,
来,らい,来,come,
板,はん,板,board,
析,せき,析,chop,
果,か,果,fruit,
査,さ,査,investigate,
校,こう,校,school,
根,こん,根,root,
格,かく,格,status,
案,あん,案,plan,
棒,ぼう,棒,rod,
椅,い,椅,chair,
業,ぎょう,業,business,
構,こう,構,construct,
様,よう,様,formal title,
権,けん,権,rights,
横,おう,横,side,
機,き,機,machine,
欠,けつ,欠,lack,
欲,よく,欲,longing,
歌,か,歌,song,
歓,かん,歓,delight,
止,し,止,stop,
正,せい,正,correct,
歩,ほ,歩,walk,
歯,し,歯,tooth,
歳,さい,歳,year-end,
死,し,死,death,
残,ざん,残,remainder,
段,だん,段,steps,
殺,さつ,殺,kill,
母,ぼ,母,mother,
民,みん,民,people,
気,き,気,feeling,
水,すい,水,water,
求,きゅう,求,request,
決,けつ,決,decide,
汽,き,汽,steam,
沢,たく,沢,swamp,
況,きょう,況,condition,
法,ほう,法,method,
泥,でい,泥,mud,
注,ちゅう,注,pour,
泳,えい,泳,swim,
洗,せん,洗,wash,
活,かつ,活,active,
流,りゅう,流,stream,
海,かい,海,sea,
消,しょう,消,extinguish,
深,しん,深,deep,
済,さい,済,settle,
減,げん,減,decrease,
温,おん,温,warm,
測,そく,測,fathom,
港,こう,港,harbor,
満,まん,満,full,
源,げん,源,origin,
準,じゅん,準,standard,
演,えん,演,perform,
激,げき,激,violent,
濯,たく,濯,laundry,
灰,はい,灰,ashes,
点,てん,点,point,
無,む,無,nothing,
然,ぜん,然,so,
煙,えん,煙,smoke,
熱,ねつ,熱,heat,
父,ふ,父,father,
物,ぶつ,物,thing,
犯,はん,犯,crime,
状,じょう,状,form,
献,けん,献,offering,
玄,げん,玄,mysterious,
王,おう,王,king,
現,げん,現,appear,
球,きゅう,球,sphere,
理,り,理,reason,
生,せい,生,life,
産,さん,産,give birth,
用,よう,用,use,
由,ゆ,由,reason,
男,だん,男,male,
画,が,画,brush-stroke,
界,かい,界,world,
留,りゅう,留,detain,
番,ばん,番,one's turn,
疑,ぎ,疑,doubt,
痛,つう,痛,pain,
発,はつ,発,departure,
登,とう,登,climb,
百,ひゃく,百,hundred,
的,てき,的,target,
皿,さら,皿,dish,
益,えき,益,benefit,
盗,とう,盗,steal,
目,もく,目,eye,
直,ちょく,直,straight,
相,そう,相,mutual,
看,かん,看,watch over,
真,しん,真,true,
着,ちゃく,着,wear,
瞬,しゅん,瞬,wink,
知,ち,知,know,
破,は,破,rend,
確,かく,確,certain,
示,じ,示,indicate,
社,しゃ,社,company,
祖,そ,祖,ancestor,
神,しん,神,god,
票,ひょう,票,ballot,
禁,きん,禁,prohibition,
福,ふく,福,luck,
秀,しゅう,秀,excel,
科,か,科,section,
程,てい,程,extent,
種,しゅ,種,kind,
穫,かく,穫,harvest,
空,くう,空,sky,
突,とつ,突,stab,
立,りつ,立,stand up,
端,たん,端,edge,
笑,しょう,笑,laugh,
筆,ひつ,筆,writing brush,
等,とう,等,class,
算,さん,算,calculate,
粧,しょう,粧,cosmetics,
精,せい,精,refined,
糧,りょう,糧,provisions,
紀,き,紀,chronicle,
約,やく,約,promise,
素,そ,素,elementary,
終,しゅう,終,end,
組,そ,組,association,
経,けい,経,manage,
結,けつ,結,tie,
給,きゅう,給,salary,
統,とう,統,unite,
絵,かい,絵,picture,
絶,ぜつ,絶,discontinue,
続,ぞく,続,continue,
緊,きん,緊,tense,
線,せん,線,line,
績,せき,績,exploits,
罪,ざい,罪,guilt,
置,ち,置,put,
美,び,美,beauty,
義,ぎ,義,righteousness,
習,しゅう,習,learn,
翻,ほん,翻,flip,
老,ろう,老,old man,
考,こう,考,think,
者,しゃ,者,someone,
職,しょく,職,employment,
育,いく,育,nurture,
能,のう,能,ability,
自,じ,自,oneself,
致,ち,致,do,
舞,ぶ,舞,dance,
航,こう,航,cruise,
色,しき,色,color,
苦,く,苦,suffer,
茶,ちゃ,茶,tea,
華,か,華,magnificence,
行,こう,行,go,
術,じゅつ,術,art,
衛,えい,衛,defense,
衣,い,衣,clothes,
表,ひょう,表,express,
裁,さい,裁,judge,
装,そう,装,attire,
裕,ゆう,裕,abundant,
製,せい,製,manufacture,
要,よう,要,need,
見,けん,見,see,
視,し,視,look at,
覚,かく,覚,memorize,
親,しん,親,parent,
観,かん,観,observe,
解,かい,解,untie,
言,げん,言,say,
計,けい,計,measure,
記,き,記,write down,
訪,ほう,訪,visit,
設,せつ,設,establish,
許,きょ,許,permit,
訳,やく,訳,translate,
診,しん,診,checkup,
証,しょう,証,evidence,
評,ひょう,評,evaluate,
詩,し,詩,poem,
話,わ,話,talk,
認,にん,認,recognize,
誕,たん,誕,nativity,
語,ご,語,language,
誤,ご,誤,mistake,
説,せつ,説,theory,
読,どく,読,read,
調,ちょう,調,investigate,
談,だん,談,discuss,
請,せい,請,solicit,
論,ろん,論,theory,
謝,しゃ,謝,apologize,
識,しき,識,discriminating,
警,けい,警,guard against,
議,ぎ,議,deliberation,
護,ご,護,safeguard,
象,しょう,象,elephant,
豪,ごう,豪,overpowering,
財,ざい,財,wealth,
貢,こう,貢,tribute,
貨,か,貨,freight,
販,はん,販,marketing,
責,せき,責,blame,
貯,ちょ,貯,savings,
貴,き,貴,precious,
費,ひ,費,expense,
賃,ん,賃,fare,
資,し,資,resources,
賛,さん,賛,approve,
質,しつ,質,quality,
足,そく,足,foot,
路,ろ,路,road,
身,しん,身,body,
車,しゃ,車,car,
軍,ぐん,軍,army,
輸,ゆ,輸,transport,
迎,げい,迎,welcome,
近,きん,近,near,
返,へん,返,return,
迷,めい,迷,astray,
退,たい,退,retreat,
送,そう,送,send,
途,と,途,route,
通,つう,通,pass through,
速,そく,速,fast,
造,ぞう,造,create,
連,れん,連,take along,
逮,たい,逮,apprehend,
週,しゅう,週,week,
進,しん,進,advance,
遅,ち,遅,slow,
運,うん,運,carry,
過,か,過,go beyond,
道,どう,道,road,
達,たつ,達,attain,
違,い,違,differ,
適,てき,適,suitable,
選,せん,選,choose,
部,ぶ,部,part,
郵,ゆう,郵,mail,
都,と,都,metropolis,
配,はい,配,distribute,
釈,しゃく,釈,explanation,
重,じゅう,重,heavy,
野,や,野,field,
金,きん,金,gold,
鉄,てつ,鉄,iron,
鉛,えん,鉛,lead,
銅,どう,銅,copper,
長,ちょう,長,long,
開,かい,開,open,
間,かん,間,interval,
関,かん,関,related,
防,ぼう,防,prevent,
限,げん,限,limit,
院,いん,院,institution,
除,じょ,除,exclude,
険,けん,険,steep,
陽,よう,陽,sunshine,
隊,たい,隊,group,
随,ずい,随,follow,
際,さい,際,occasion,
障,しょう,障,hurt,
集,しゅう,集,collect,
離,り,離,detach,
難,なん,難,difficult,
雰,ふん,雰,atmosphere,
電,でん,電,electricity,
需,じゅ,需,demand,
青,せい,青,blue,
静,せい,静,quiet,
非,ひ,非,negative,
面,めん,面,face,
音,おん,音,sound,
響,きょう,響,echo,
頂,ちょう,頂,place on the head,
頃,ころ,頃,times,
順,じゅん,順,obey,
領,りょう,領,territory,
頭,とう,頭,head,
頼,らい,頼,trust,
題,だい,題,topic,
顔,がん,顔,face,
類,るい,類,sort,
風,ふう,風,wind,
飛,ひ,飛,fly,
食,しょく,食,eat,
館,かん,館,public building,
首,しゅ,首,neck,
馬,ば,馬,horse,
駄,だ,駄,burdensome,
騒,そう,騒,boisterous,
験,けん,験,test,
高,こう,高,tall,
魔,ま,魔,witch,
鹿,しか,鹿,deer,
黒,こく,黒,black,
