Question,Answers,Comment,Instructions,Render as
熱,ねつ,熱,heat,
以,い,以,by means of,
団,だん,団,group,
現,げん,現,appear,
議,ぎ,議,deliberation,
注,ちゅう,注,pour,
厄,やく,厄,unlucky,
棒,ぼう,棒,rod,
絵,かい,絵,picture,
供,きょう,供,offer,
向,こう,向,over there,
証,しょう,証,evidence,
回,かい,回,times,
相,そう,相,mutual,
示,じ,示,indicate,
惑,わく,惑,beguile,
批,ひ,批,criticism,
欠思収始,けつししゅうし,欠思収始,,
光秀授奨,こうしゅうじゅしょう,光秀授奨,,
計努紀員,けいどきいん,計努紀員,,
世道軍果,せどうぐんか,世道軍果,,
迷哲校返,めいてつこうへん,迷哲校返,,
加沢人予,かたくじんよ,加沢人予,,
頃験悟料,ころけんごりょう,頃験悟料,,
性共条神,せいきょうじょうしん,性共条神,,
配熱以団,はいねついだん,配熱以団,,
現議注厄,げんぎちゅうやく,現議注厄,,
棒絵供向,ぼうかいきょうこう,棒絵供向,,
証回相示,しょうかいそうじ,証回相示,,
惑批,わくひ,惑批,,
分,ぶん,分,part,
業,ぎょう,業,business,
鹿,しか,鹿,deer,
速,そく,速,fast,
貨,か,貨,freight,
婚,こん,婚,marriage,
慮,りょ,慮,prudence,
知,ち,知,know,
献,けん,献,offering,
退,たい,退,retreat,
図,ず,図,diagram,
雰,ふん,雰,atmosphere,
進,しん,進,advance,
所,しょ,所,place,
出,しゅつ,出,exit,
等,とう,等,class,
受,じゅ,受,accept,
今,こん,今,now,
作,さく,作,make,
解,かい,解,untie,
静,せい,静,quiet,
達,たつ,達,attain,
上,じょう,上,up,
名,めい,名,name,
冒,ぼう,冒,risk,
役,やく,役,service,
瞬,しゅん,瞬,wink,
緊,きん,緊,tense,
育,いく,育,nurture,
理,り,理,reason,
少,しょう,少,few,
可,か,可,possible,
問,もん,問,question,
候,こう,候,climate,
妙,みょう,妙,exquisite,
煙,えん,煙,smoke,
建,けん,建,build,
明,めい,明,bright,
具,ぐ,具,tool,
十,じゅう,十,ten,
全,ぜん,全,whole,
合,ごう,合,fit,
師,し,師,expert,
施,し,施,carry out,
資,し,資,resources,
盗,とう,盗,steal,
客,きゃく,客,guest,
父,ふ,父,father,
告,こく,告,tell,
間,かん,間,interval,
分業鹿速,ぶんぎょうしかそく,分業鹿速,,
貨婚慮知,かこんりょち,貨婚慮知,,
献退図雰,けんたいずふん,献退図雰,,
進所出等,しんしょしゅつとう,進所出等,,
受今作解,じゅこんさくかい,受今作解,,
静達上名,せいたつじょうめい,静達上名,,
冒役瞬緊,ぼうやくしゅんきん,冒役瞬緊,,
育理少可,いくりしょうか,育理少可,,
問候妙煙,もんこうみょうえん,問候妙煙,,
建明具十,けんめいぐじゅう,建明具十,,
全合師施,ぜんごうしし,全合師施,,
資盗客父,しとうきゃくふ,資盗客父,,
告間,こくかん,告間,,
需,じゅ,需,demand,
止,し,止,stop,
覚,かく,覚,memorize,
濯,たく,濯,laundry,
易,えき,易,easy,
宇,う,宇,eaves,
財,ざい,財,wealth,
象,しょう,象,elephant,
統,とう,統,unite,
微,び,微,delicate,
考,こう,考,think,
況,きょう,況,condition,
大,だい,大,large,
態,たい,態,condition,
場,じょう,場,place,
急,きゅう,急,hurry,
手,しゅ,手,hand,
下,か,下,below,
令,れい,令,orders,
儀,ぎ,儀,ceremony,
離,り,離,detach,
駄,だ,駄,burdensome,
誤,ご,誤,mistake,
路,ろ,路,road,
皿,さら,皿,dish,
績,せき,績,exploits,
歌,か,歌,song,
頂,ちょう,頂,place on the head,
制,せい,制,control,
欲,よく,欲,longing,
奇,き,奇,strange,
使,し,使,use,
職,しょく,職,employment,
読,どく,読,read,
承,しょう,承,acquiesce,
否,ひ,否,negate,
昼,ちゅう,昼,daytime,
救,きゅう,救,salvation,
題,だい,題,topic,
運,うん,運,carry,
半,はん,半,half,
認,にん,認,recognize,
公,こう,公,public,
質,しつ,質,quality,
説,せつ,説,theory,
男,だん,男,male,
残,ざん,残,remainder,
化,か,化,change,
障,しょう,障,hurt,
僚,りょう,僚,colleague,
需止覚濯,じゅしかくたく,需止覚濯,,
易宇財象,えきうざいしょう,易宇財象,,
統微考況,とうびこうきょう,統微考況,,
大態場急,だいたいじょうきゅう,大態場急,,
手下令儀,しゅかれいぎ,手下令儀,,
離駄誤路,りだごろ,離駄誤路,,
皿績歌頂,さらせきかちょう,皿績歌頂,,
制欲奇使,せいよくきし,制欲奇使,,
職読承否,しょくどくしょうひ,職読承否,,
昼救題運,ちゅうきゅうだいうん,昼救題運,,
半認公質,はんにんこうしつ,半認公質,,
説男残化,せつだんざんか,説男残化,,
障僚,しょうりょう,障僚,,
感,かん,感,feeling,
宗,しゅう,宗,religion,
衛,えい,衛,defense,
方,ほう,方,direction,
山,さん,山,mountain,
喫,きつ,喫,consume,
太,たい,太,thick,
鉛,えん,鉛,lead,
航,こう,航,cruise,
線,せん,線,line,
類,るい,類,sort,
実,じつ,実,truth,
泥,でい,泥,mud,
口,く,口,mouth,
心,しん,心,heart,
茶,ちゃ,茶,tea,
診,しん,診,checkup,
華,か,華,magnificence,
正,せい,正,correct,
拍,はく,拍,clap,
教,きょう,教,teach,
択,たく,択,choose,
型,けい,型,model,
販,はん,販,marketing,
号,こう,号,number,
快,かい,快,cheerful,
売,ばい,売,sell,
徹,てつ,徹,penetrate,
委,い,委,committee,
経,けい,経,manage,
室,しつ,室,room,
台,だい,台,pedestal,
容,よう,容,contain,
刑,けい,刑,punish,
度,ど,度,degrees,
登,とう,登,climb,
居,きょ,居,reside,
強,きょう,強,strong,
品,ひん,品,article,
克,こく,克,overcome,
美,び,美,beauty,
開,かい,開,open,
詩,し,詩,poem,
訳,やく,訳,translate,
王,おう,王,king,
悲,ひ,悲,sad,
車,しゃ,車,car,
初,しょ,初,first,
様,よう,様,formal title,
動,どう,動,move,
感宗衛方,かんしゅうえいほう,感宗衛方,,
山喫太鉛,さんきつたいえん,山喫太鉛,,
航線類実,こうせんるいじつ,航線類実,,
泥口心茶,でいくしんちゃ,泥口心茶,,
診華正拍,しんかせいはく,診華正拍,,
教択型販,きょうたくけいはん,教択型販,,
号快売徹,こうかいばいてつ,号快売徹,,
委経室台,いけいしつだい,委経室台,,
容刑度登,ようけいどとう,容刑度登,,
居強品克,きょきょうひんこく,居強品克,,
美開詩訳,びかいしやく,美開詩訳,,
王悲車初,おうひしゃしょ,王悲車初,,
様動,ようどう,様動,,
単,たん,単,simple,
換,かん,換,interchange,
権,けん,権,rights,
要,よう,要,need,
着,ちゃく,着,wear,
察,さつ,察,guess,
左,さ,左,left,
唯,ゆい,唯,solely,
端,たん,端,edge,
長,ちょう,長,long,
都,と,都,metropolis,
語,ご,語,language,
対,たい,対,opposite,
責,せき,責,blame,
苦,く,苦,suffer,
数,すう,数,number,
投,とう,投,throw,
必,ひつ,必,without fail,
局,きょく,局,office,
憶,おく,憶,recollection,
刻,こく,刻,engrave,
断,だん,断,cut off,
家,か,家,house,
地,ちち,地,ground,
構,こう,構,construct,
重,じゅう,重,heavy,
個,こ,個,individual,
信,しん,信,trust,
支,し,支,branch,
同,どう,同,same,
鉄,てつ,鉄,iron,
消,しょう,消,extinguish,
攻,こう,攻,aggression,
致,ち,致,do,
好,こう,好,like,
席,せき,席,seat,
二,に,二,two,
位,い,位,rank,
怖,ふ,怖,dreadful,
結,けつ,結,tie,
字,じ,字,letter,
的,てき,的,target,
貢,こう,貢,tribute,
星,せい,星,star,
寄,き,寄,approach,
康,こう,康,health,
入,にゅう,入,enter,
識,しき,識,discriminating,
復,ふく,復,again,
増,ぞう,増,increase,
単換権要,たんかんけんよう,単換権要,,
着察左唯,ちゃくさつさゆい,着察左唯,,
端長都語,たんちょうとご,端長都語,,
対責苦数,たいせきくすう,対責苦数,,
投必局憶,とうひつきょくおく,投必局憶,,
刻断家地,こくだんかちち,刻断家地,,
構重個信,こうじゅうこしん,構重個信,,
支同鉄消,しどうてつしょう,支同鉄消,,
攻致好席,こうちこうせき,攻致好席,,
二位怖結,にいふけつ,二位怖結,,
字的貢星,じてきこうせい,字的貢星,,
寄康入識,きこうにゅうしき,寄康入識,,
復増,ふくぞう,復増,,
女,じょ,女,woman,
商,しょう,商,sell,
自,じ,自,oneself,
器,き,器,container,
禁,きん,禁,prohibition,
友,ゆう,友,friend,
文,ぶん,文,writing,
形,けい,形,shape,
敗,はい,敗,failure,
失,しつ,失,lose,
変,へん,変,change,
小,しょう,小,small,
高,こう,高,tall,
程,てい,程,extent,
精,せい,精,refined,
劇,げき,劇,drama,
母,ぼ,母,mother,
偶,ぐう,偶,accidentally,
過,か,過,go beyond,
握,あく,握,grip,
遅,ち,遅,slow,
護,ご,護,safeguard,
想,そう,想,concept,
偉,い,偉,admirable,
途,と,途,route,
横,おう,横,side,
戚,せき,戚,grieve,
古,こ,古,old,
終,しゅう,終,end,
罪,ざい,罪,guilt,
誕,たん,誕,nativity,
存,そん,存,suppose,
到,とう,到,arrival,
温,おん,温,warm,
殺,さつ,殺,kill,
後,ご,後,behind,
効,こう,効,effect,
妹,まい,妹,younger sister,
領,りょう,領,territory,
風,ふう,風,wind,
謝,しゃ,謝,apologize,
響,きょう,響,echo,
捕,ほ,捕,catch,
頭,とう,頭,head,
府,ふ,府,urban prefecture,
期,き,期,period of time,
談,だん,談,discuss,
景,けい,景,scenery,
界,かい,界,world,
源,げん,源,origin,
女商自器,じょしょうじき,女商自器,,
禁友文形,きんゆうぶんけい,禁友文形,,
敗失変小,はいしつへんしょう,敗失変小,,
高程精劇,こうていせいげき,高程精劇,,
母偶過握,ぼぐうかあく,母偶過握,,
遅護想偉,ちごそうい,遅護想偉,,
途横戚古,とおうせきこ,途横戚古,,
終罪誕存,しゅうざいたんそん,終罪誕存,,
到温殺後,とうおんさつご,到温殺後,,
効妹領風,こうまいりょうふう,効妹領風,,
謝響捕頭,しゃきょうほとう,謝響捕頭,,
府期談景,ふきだんけい,府期談景,,
界源,かいげん,界源,,
因,いん,因,cause,
黒,こく,黒,black,
習,しゅう,習,learn,
段,だん,段,steps,
賃,ん,賃,fare,
先,せん,先,previous,
顔,がん,顔,face,
老,ろう,老,old man,
中,ちゅう,中,middle,
犯,はん,犯,crime,
定,てい,定,decide,
悪,あく,悪,bad,
列,れつ,列,row,
決,けつ,決,decide,
測,そく,測,fathom,
宅,たく,宅,home,
歩,ほ,歩,walk,
怪,かい,怪,suspicious,
調,ちょう,調,investigate,
演,えん,演,perform,
魔,ま,魔,witch,
安,あん,安,cheap,
約,やく,約,promise,
価,か,価,value,
流,りゅう,流,stream,
代,だい,代,substitute,
念,ねん,念,thought,
句,く,句,phrase,
俳,はい,俳,haiku,
愉,ゆ,愉,pleasure,
懸,けん,懸,suspend,
利,り,利,profit,
査,さ,査,investigate,
前,ぜん,前,in front,
件,けん,件,affair,
内,ない,内,inside,
足,そく,足,foot,
力,りょう,力,power,
析,せき,析,chop,
材,ざい,材,lumber,
完,かん,完,perfect,
気,き,気,feeling,
姉,し,姉,older sister,
陽,よう,陽,sunshine,
拡,かく,拡,broaden,
命,めい,命,fate,
貯,ちょ,貯,savings,
百,ひゃく,百,hundred,
宙,ちゅう,宙,mid-air,
青,せい,青,blue,
因黒習段,いんこくしゅうだん,因黒習段,,
賃先顔老,んせんがんろう,賃先顔老,,
中犯定悪,ちゅうはんていあく,中犯定悪,,
列決測宅,れつけつそくたく,列決測宅,,
歩怪調演,ほかいちょうえん,歩怪調演,,
魔安約価,まあんやくか,魔安約価,,
流代念句,りゅうだいねんく,流代念句,,
俳愉懸利,はいゆけんり,俳愉懸利,,
査前件内,さぜんけんない,査前件内,,
足力析材,そくりょうせきざい,足力析材,,
完気姉陽,かんきしよう,完気姉陽,,
拡命貯百,かくめいちょひゃく,拡命貯百,,
宙青,ちゅうせい,宙青,,
張,ちょう,張,stretch,
発,はつ,発,departure,
協,きょう,協,cooperation,
希,き,希,hope,
防,ぼう,防,prevent,
留,りゅう,留,detain,
訪,ほう,訪,visit,
慎,しん,慎,humility,
待,たい,待,wait,
笑,しょう,笑,laugh,
接,せつ,接,contact,
歯,し,歯,tooth,
続,ぞく,続,continue,
参,さん,参,participate,
呼,こ,呼,call,
輸,ゆ,輸,transport,
志,し,志,intention,
国,こく,国,country,
警,けい,警,guard against,
音,おん,音,sound,
屈,くつ,屈,yield,
頼,らい,頼,trust,
守,しゅ,守,protect,
随,ずい,随,follow,
銅,どう,銅,copper,
社,しゃ,社,company,
原,げん,原,field,
洗,せん,洗,wash,
憲,けん,憲,constitution,
市,し,市,market,
福,ふく,福,luck,
関,かん,関,related,
格,かく,格,status,
京,きょう,京,capital,
泳,えい,泳,swim,
曲,きょく,曲,musical composition,
乗,じょう,乗,ride,
騒,そう,騒,boisterous,
刺,し,刺,thorn,
広,こう,広,wide,
状,じょう,状,form,
反,はん,反,anti-,
適,てき,適,suitable,
余,よ,余,leave over,
親,しん,親,parent,
事,じ,事,thing,
算,さん,算,calculate,
不,ふ,不,non-,
身,しん,身,body,
抵,てい,抵,resist,
張発協希,ちょうはつきょうき,張発協希,,
防留訪慎,ぼうりゅうほうしん,防留訪慎,,
待笑接歯,たいしょうせつし,待笑接歯,,
続参呼輸,ぞくさんこゆ,続参呼輸,,
志国警音,しこくけいおん,志国警音,,
屈頼守随,くつらいしゅずい,屈頼守随,,
銅社原洗,どうしゃげんせん,銅社原洗,,
憲市福関,けんしふくかん,憲市福関,,
格京泳曲,かくきょうえいきょく,格京泳曲,,
乗騒刺広,じょうそうしこう,乗騒刺広,,
状反適余,じょうはんてきよ,状反適余,,
親事算不,しんじさんふ,親事算不,,
身抵,しんてい,身抵,,
裁,さい,裁,judge,
釈,しゃく,釈,explanation,
由,ゆ,由,reason,
貴,き,貴,precious,
設,せつ,設,establish,
丈,じょう,丈,length,
底,てい,底,bottom,
裁釈由貴,さいしゃくゆき,裁釈由貴,,
設丈底,せつじょうてい,設丈底,,
他必午料,たひつごりょう,他必午料,,
速事害経,そくじがいけい,速事害経,,
留大型福,りゅうだいけいふく,留大型福,,
業共無便,ぎょうきょうむべん,業共無便,,
交所団手,こうしょだんしゅ,交所団手,,
寄情材器,きじょうざいき,寄情材器,,
敗我復伝,はいがふくでん,敗我復伝,,
頂見貨志,ちょうけんかし,頂見貨志,,
偶路安奨,ぐうろあんしょう,偶路安奨,,
位民能昼,いみんのうちゅう,位民能昼,,
要学馬偉,ようがくばい,要学馬偉,,
唯時物員,ゆいじぶついん,唯時物員,,
居然,きょぜん,居然,,
風関年造,ふうかんねんぞう,風関年造,,
望文着詩,ぼうぶんちゃくし,望文着詩,,
求段値性,きゅうだんちせい,求段値性,,
和識京況,わしききょうきょう,和識京況,,
招洗問等,しょうせんもんとう,招洗問等,,
内宿契多,ないしゅくけいた,内宿契多,,
減父初相,げんふしょそう,減父初相,,
放離貴親,ほうりきしん,放離貴親,,
途慢客待,とまんきゃくたい,途慢客待,,
喫哲週処,きつてつしゅうしょ,喫哲週処,,
労残悪正,ろうざんあくせい,労残悪正,,
目後刺局,もくごしきょく,目後刺局,,
怪期,かいき,怪期,,
育椅帰首,いくいきしゅ,育椅帰首,,
険工心欠,けんこうしんけつ,険工心欠,,
平基府豪,へいきふごう,平基府豪,,
記絵当割,きかいとうかつ,記絵当割,,
翻企切頼,ほんきせつらい,翻企切頼,,
参表商適,さんひょうしょうてき,参表商適,,
用接考土,ようせつこうど,用接考土,,
丈限部影,じょうげんぶえい,丈限部影,,
破程怖根,はていふこん,破程怖根,,
歩話通票,ほわつうひょう,歩話通票,,
母宇義読,ぼうぎどく,母宇義読,,
主算海弁,しゅさんかいべん,主算海弁,,
十単,じゅうたん,十単,,
刻働頭加,こくどうとうか,刻働頭加,,
感字者太,かんじしゃたい,感字者太,,
飛収機万,ひしゅうきまん,飛収機万,,
冷妹魔華,れいまいまか,冷妹魔華,,
裕迎方職,ゆうげいほうしょく,裕迎方職,,
健慣士様,けんかんしよう,健慣士様,,
告言幸構,こくげんこうこう,告言幸構,,
瞬条会道,しゅんじょうかいどう,瞬条会道,,
欲輸助今,よくゆじょこん,欲輸助今,,
星格本穫,せいかくほんかく,星格本穫,,
引受住差,いんじゅじゅうさ,引受住差,,
止泥順売,しでいじゅんばい,止泥順売,,
修去,しゅうきょ,修去,,
領横数博,りょうおうすうはく,領横数博,,
郵語責不,ゆうごせきふ,郵語責不,,
宅夜批地,たくやひちち,宅夜批地,,
争達入月,そうたつにゅうげつ,争達入月,,
議棒夫承,ぎぼうふしょう,議棒夫承,,
画音慎熱,がおんしんねつ,画音慎熱,,
女回上専,じょかいじょうせん,女回上専,,
登紀駄利,とうきだり,登紀駄利,,
貢施決知,こうしけつち,貢施決知,,
底想懸僚,ていそうけんりょう,底想懸僚,,
実暇似世,じつかじせ,実暇似世,,
恋悲資釈,れんひししゃく,恋悲資釈,,
除談,じょだん,除談,,
玄下果拝,げんかかはい,玄下果拝,,
退就製完,たいしゅうせいかん,退就製完,,
増医訪秀,ぞういほうしゅう,増医訪秀,,
号金停命,こうきんていめい,号金停命,,
立行任茶,りつこうにんちゃ,立行任茶,,
財給番雰,ざいきゅうばんふん,財給番雰,,
筆広別愛,ひつこうべつあい,筆広別愛,,
注呼書勝,ちゅうこしょしょう,注呼書勝,,
俳球半品,はいきゅうはんひん,俳球半品,,
暗力急出,あんりょうきゅうしゅつ,暗力急出,,
返宙日致,へんちゅうにちち,返宙日致,,
権師乗常,けんしじょうじょう,権師乗常,,
随間,ずいかん,随間,,
販準遅近,はんじゅんちきん,販準遅近,,
代戦役援,だいせんやくえん,代戦役援,,
約象泳裁,やくしょうえいさい,約象泳裁,,
類確場警,るいかくじょうけい,類確場警,,
煙港才沢,えんこうさいたく,煙港才沢,,
小禁貯成,しょうきんちょせい,小禁貯成,,
同作典倒,どうさくてんとう,同作典倒,,
投克看使,とうこくかんし,投克看使,,
社張高在,しゃちょうこうざい,社張高在,,
捕舞変婚,ほぶへんこん,捕舞変婚,,
神論亡院,しんろんぼういん,神論亡院,,
令組介活,れいそかいかつ,令組介活,,
