Question,Answers,Comment,Instructions,Render as
語,language,語 language,,
外,outside,外 outside,,
東,east,東 east,,
束,bundle,束 bundle,,
岸,beach,岸 beach,,
怪,suspicious,怪 suspicious,,
店,shop,店 shop,,
単,simple,単 simple,,
大,large,大 large,,
明,bright,明 bright,,
拝,worship,拝 worship,,
説,theory,説 theory,,
川,river,川 river,,
市,market,市 market,,
百,hundred,百 hundred,,
部,part,部 part,,
数,number,数 number,,
具,tool,具 tool,,
研,sharpen,研 sharpen,,
教,teach,教 teach,,
建,build,建 build,,
適,suitable,適 suitable,,
留,detain,留 detain,,
医,doctor,医 doctor,,
一,one,一 one,,
切,cut,切 cut,,
年,year,年 year,,
世,world,世 world,,
産,give birth,産 give birth,,
験,test,験 test,,
工,craft,工 craft,,
争,conflict,争 conflict,,
利,profit,利 profit,,
原,field,原 field,,
転,revolve,転 revolve,,
品,article,品 article,,
訳,translate,訳 translate,,
階,floor of a building,階 floor of a building,,
講,lecture,講 lecture,,
法,method,法 method,,
社,company,社 company,,
護,safeguard,護 safeguard,,
連,take along,連 take along,,
郊,outskirts,郊 outskirts,,
土,soil,土 soil,,
等,class,等 class,,
生,life,生 life,,
規,rule,規 rule,,
院,institution,院 institution,,
射,shoot,射 shoot,,
料,fee,料 fee,,
午,noon,午 noon,,
校,school,校 school,,
翻,flip,翻 flip,,
園,garden,園 garden,,
習,learn,習 learn,,
半,half,半 half,,
設,establish,設 establish,,
南,south,南 south,,
泥,mud,泥 mud,,
律,law,律 law,,
美,beauty,美 beauty,,
命,fate,命 fate,,
到,arrival,到 arrival,,
名,name,名 name,,
夢,dream,夢 dream,,
友,friend,友 friend,,
団,group,団 group,,
辞,resign,辞 resign,,
中,middle,中 middle,,
祖,ancestor,祖 ancestor,,
雑,miscellaneous,雑 miscellaneous,,
頭,head,頭 head,,
子,child,子 child,,
談,discuss,談 discuss,,
備,provide,備 provide,,
木,tree,木 tree,,
九,nine,九 nine,,
看,watch over,看 watch over,,
母,mother,母 mother,,
非,negative,非 negative,,
彼,he,彼 he,,
日,day,日 day,,
上,up,上 up,,
左,left,左 left,,
漫,cartoon,漫 cartoon,,
場,place,場 place,,
番,one's turn,番 one's turn,,
三,three,三 three,,
慮,prudence,慮 prudence,,
文,writing,文 writing,,
牛,cow,牛 cow,,
台,pedestal,台 pedestal,,
風,wind,風 wind,,
済,settle,済 settle,,
最,most,最 most,,
七,seven,七 seven,,
者,someone,者 someone,,
好,like,好 like,,
六,six,六 six,,
再,again,再 again,,
右,right,右 right,,
円,round,円 round,,
発,departure,発 departure,,
小,small,小 small,,
内,inside,内 inside,,
体,body,体 body,,
西,west,西 west,,
灯,lamp,灯 lamp,,
失,lose,失 lose,,
方,direction,方 direction,,
議,deliberation,議 deliberation,,
棒,rod,棒 rod,,
聞,hear,聞 hear,,
入,enter,入 enter,,
人,person,人 person,,
冷,cool,冷 cool,,
卒,graduate,卒 graduate,,
技,skill,技 skill,,
経,manage,経 manage,,
公,public,公 public,,
値,value,値 value,,
震,quake,震 quake,,
度,degrees,度 degrees,,
典,code,典 code,,
下,below,下 below,,
昨,previous,昨 previous,,
千,thousand,千 thousand,,
報,report,報 report,,
音,sound,音 sound,,
飛,fly,飛 fly,,
性,gender,性 gender,,
形,shape,形 shape,,
神,god,神 god,,
駐,stop-over,駐 stop-over,,
水,water,水 water,,
月,month,月 month,,
危,dangerous,危 dangerous,,
計,measure,計 measure,,
覧,see,覧 see,,
寧,rather,寧 rather,,
綿,cotton,綿 cotton,,
格,status,格 status,,
展,expand,展 expand,,
花,flower,花 flower,,
趣,gist,趣 gist,,
目,eye,目 eye,,
告,tell,告 tell,,
味,flavor,味 flavor,,
手,hand,手 hand,,
反,anti-,反 anti-,,
四,four,四 four,,
組,association,組 association,,
守,protect,守 protect,,
出,exit,出 exit,,
予,in advance,予 in advance,,
景,scenery,景 scenery,,
交,mix,交 mix,,
近,near,近 near,,
易,easy,易 easy,,
棚,shelf,棚 shelf,,
放,release,放 release,,
案,plan,案 plan,,
話,talk,話 talk,,
柔,tender,柔 tender,,
長,long,長 long,,
理,reason,理 reason,,
民,people,民 people,,
白,white,白 white,,
夜,night,夜 night,,
察,guess,察 guess,,
課,section,課 section,,
複,duplicate,複 duplicate,,
学,study,学 study,,
障,hurt,障 hurt,,
途,route,途 route,,
誕,nativity,誕 nativity,,
機,machine,機 machine,,
全,whole,全 whole,,
行,go,行 go,,
自,oneself,自 oneself,,
気,feeling,気 feeling,,
車,car,車 car,,
布,linen,布 linen,,
治,govern,治 govern,,
試,test,試 test,,
親,parent,親 parent,,
初,first,初 first,,
通,pass through,通 pass through,,
食,eat,食 eat,,
屋,roof,屋 roof,,
書,write,書 write,,
当,hit,当 hit,,
読,read,読 read,,
汽,steam,汽 steam,,
地,ground,地 ground,,
定,decide,定 decide,,
新,new,新 new,,
