Question,Answers,Comment,Instructions,Render as
切,"せつ,cut",切,,
安,"あん,cheap",安,,
習,"しゅう,learn",習,,
子,"し,child",子,,
院,"いん,institution",院,,
分,"ぶん,part",分,,
番,"ばん,one's turn",番,,
別,"べつ,separate",別,,
口,"こう,mouth",口,,
料,"りょう,fee",料,,
医,"い,doctor",医,,
注,"ちゅう,pour",注,,
音,"おん,sound",音,,
教,"きょう,teach",教,,
兄,"けい,older brother",兄,,
計,"けい,measure",計,,
図,"ず,diagram",図,,
心,"しん,heart",心,,
工,"こう,craft",工,,
夜,"や,night",夜,,
障,"しょう,hurt",障,,
記,"き,write down",記,,
通,"つう,pass through",通,,
意,"い,idea",意,,
世,"せ,world",世,,
説,"せつ,theory",説,,
旅,"りょ,trip",旅,,
写,"しゃ,copy",写,,
建,"けん,build",建,,
店,"てん,shop",店,,
茶,"ちゃ,tea",茶,,
新,"しん,new",新,,
約,"やく,promise",約,,
校,"こう,school",校,,
園,"えん,garden",園,,
者,"しゃ,someone",者,,
野,"や,field",野,,
夏,"か,summer",夏,,
化,"か,change",化,,
日,"にち,day",日,,
史,"し,history",史,,
急,"きゅう,hurry",急,,
題,"だい,topic",題,,
研,"けん,sharpen",研,,
作,"さく,make",作,,
簡,"かん,simplicity",簡,,
画,"が,brush-stroke",画,,
一,"いち,one",一,,
転,"てん,revolve",転,,
度,"ど,degrees",度,,
月,"げつ,month",月,,
