Question,Answers,Comment,Instructions,Render as
全,ぜん,全,whole,
介,かい,介,jammed in,
課,か,課,section,
心,しん,心,heart,
研,けん,研,sharpen,
気,き,気,feeling,
夏,か,夏,summer,
画,が,画,brush-stroke,
輪,りん,輪,wheel,
空,くう,空,sky,
通,つう,通,pass through,
見大障子,けんだいしょうし,見大障子,,
注紹女先,ちゅうしょうじょせん,注紹女先,,
服勉輩主,ふくべんはいしゅ,服勉輩主,,
伝以布家,でんいふか,伝以布家,,
日文使歴,にちぶんしれき,日文使歴,,
夕間験発,ゆうかんけんはつ,夕間験発,,
連名校急,れんめいこうきゅう,連名校急,,
花紙口説,かしくせつ,花紙口説,,
安運切便,あんうんせつべん,安運切便,,
長生社全,ちょうせいしゃぜん,長生社全,,
介課心研,かいかしんけん,介課心研,,
気夏画輪,きかがりん,気夏画輪,,
空通,くうつう,空通,,
音,おん,音,sound,
野,や,野,field,
付,ふ,付,attach,
品,ひん,品,article,
事,じ,事,thing,
銀,ぎん,銀,silver,
度,ど,度,degrees,
茶,ちゃ,茶,tea,
一,いち,一,one,
外,がい,外,outside,
漢,かん,漢,China,
手,しゅ,手,hand,
片,へん,片,one-sided,
試,し,試,test,
店,てん,店,shop,
道,どう,道,road,
単,たん,単,simple,
料,りょう,料,fee,
背,はい,背,back,
転,てん,転,revolve,
将,しょう,将,leader,
地,ちち,地,ground,
院,いん,院,institution,
医,い,医,doctor,
教,きょう,教,teach,
息,そく,息,breath,
消,しょう,消,extinguish,
入,にゅう,入,enter,
所,しょ,所,place,
建,けん,建,build,
去,きょ,去,leave,
卒,そつ,卒,graduate,
用,よう,用,use,
園,えん,園,garden,
代,だい,代,substitute,
束,そく,束,bundle,
方,ほう,方,direction,
十,じゅう,十,ten,
西,せい,西,west,
着,ちゃく,着,wear,
出,しゅつ,出,exit,
兄,けい,兄,older brother,
別,べつ,別,separate,
計,けい,計,measure,
漫,まん,漫,cartoon,
台,だい,台,pedestal,
風,ふう,風,wind,
夜,や,夜,night,
牛,きゅう,牛,cow,
彼,かれ,彼,he,
音野付品,おんやふひん,音野付品,,
事銀度茶,じぎんどちゃ,事銀度茶,,
一外漢手,いちがいかんしゅ,一外漢手,,
片試店道,へんしてんどう,片試店道,,
単料背転,たんりょうはいてん,単料背転,,
将地院医,しょうちちいんい,将地院医,,
教息消入,きょうそくしょうにゅう,教息消入,,
所建去卒,しょけんきょそつ,所建去卒,,
用園代束,ようえんだいそく,用園代束,,
方十西着,ほうじゅうせいちゃく,方十西着,,
出兄別計,しゅつけいべつけい,出兄別計,,
漫台風夜,まんだいふうや,漫台風夜,,
牛彼,きゅうかれ,牛彼,,
火,か,火,fire,
味,み,味,flavor,
図,ず,図,diagram,
火味図,かみず,火味図,,
西夜険趣,せいやけんしゅ,西夜険趣,,
度生園親,どせいえんしん,度生園親,,
局息代課,きょくそくだいか,局息代課,,
題史符簡,だいしふかん,題史符簡,,
花介以料,かかいいりょう,花介以料,,
昼豚復空,ちゅうとんふくくう,昼豚復空,,
理記発下,りきはつか,理記発下,,
今使数試,こんしすうし,今使数試,,
運会説片,うんかいせつへん,運会説片,,
月食団部,げつしょくだんぶ,月食団部,,
週安旅世,しゅうあんりょせ,週安旅世,,
社計映転,しゃけいえいてん,社計映転,,
普興,ふこう,普興,,
連地者消,れんちちしゃしょう,連地者消,,
伝彼味輪,でんかれみりん,伝彼味輪,,
場日大曜,じょうにちだいよう,場日大曜,,
館絡員意,かんらくいんい,館絡員意,,
室茶明小,しつちゃめいしょう,室茶明小,,
長物単医,ちょうぶつたんい,長物単医,,
主兄気水,しゅけいきすい,主兄気水,,
夕切組障,ゆうせつそしょう,夕切組障,,
口店化便,くてんかべん,口店化便,,
着真名漢,ちゃくしんめいかん,着真名漢,,
分界休学,ぶんかいきゅうがく,分界休学,,
入先高特,にゅうせんこうとく,入先高特,,
交女,こうじょ,交女,,
服活将強,ふくかつしょうきょう,服活将強,,
聞危道用,ぶんきどうよう,聞危道用,,
全人心校,ぜんじんしんこう,全人心校,,
病急階束,びょうきゅうかいそく,病急階束,,
袋色車間,たいしきしゃかん,袋色車間,,
研自二楽,けんじにがく,研自二楽,,
台勉牛十,だいべんきゅうじゅう,台勉牛十,,
風夏背行,ふうかはいこう,風夏背行,,
家漫堂新,かまんどうしん,家漫堂新,,
飯方中作,はんほうちゅうさく,飯方中作,,
合鳥紹習,ごうちょうしょうしゅう,合鳥紹習,,
建上見族,けんじょうけんぞく,建上見族,,
外紙,がいし,外紙,,
教朝注出,きょうちょうちゅうしゅつ,教朝注出,,
輩来写業,はいらいしゃぎょう,輩来写業,,
質問図仕,しつもんずし,質問図仕,,
洋肉弟子,ようにくていし,洋肉弟子,,
書去時事,しょきょじじ,書去時事,,
震別銀工,しんべつぎんこう,震別銀工,,
毎指飛卒,まいしひそつ,毎指飛卒,,
動画究郵,どうがきゅうゆう,動画究郵,,
手字屋所,しゅじおくしょ,手字屋所,,
文売有番,ぶんばいゆうばん,文売有番,,
通歴付火,つうれきふか,通歴付火,,
験野約布,けんややくふ,験野約布,,
具品,ぐひん,具品,,
一院音,いちいんおん,一院音,,
