Question,Answers,Comment,Instructions,Render as
所,しょ,所,,
合,あい,合,,
数,すう,数,,
業,ぎょう,業,,
代,だい,代,,
事,じ,事,,
卒,そつ,卒,,
背,はい,背,,
上,じょう,上,,
出,しゅつ,出,,
下,か,下,,
牛,ぎゅう,牛,,
活,かつ,活,,
火,か,火,,
介,かい,介,,
着,き,着,,
新,しん,新,,
野,や,野,,
来,らい,来,,
符,ふ,符,,
者,しゃ,者,,
動,どう,動,,
質,しつ,質,,
飛,ひ,飛,,
紹,しょう,紹,,
研,けん,研,,
理題小危,りだいこき,理題小危,,
意漢番食,いかんばんしょく,意漢番食,,
風彼生安,ふうひせいあん,風彼生安,,
字口復親,じこうふくしん,字口復親,,
将人台郵,しょうじんだいゆう,将人台郵,,
束画指以,そくがしい,束画指以,,
所合数業,しょあいすうぎょう,所合数業,,
代事卒背,だいじそつはい,代事卒背,,
上出下牛,じょうしゅつかぎゅう,上出下牛,,
活火介着,かつかかいき,活火介着,,
新野来符,しんやらいふ,新野来符,,
者動質飛,しゃどうしつひ,者動質飛,,
紹研,しょうけん,紹研,,
週,しゅう,週,,
手,て,手,,
絡,らく,絡,,
昼,ちゅう,昼,,
輩,はい,輩,,
布,ふ,布,,
院,いん,院,,
病,びょう,病,,
運,うん,運,,
売,ばい,売,,
物,ぶつ,物,,
使,し,使,,
記,き,記,,
袋,たい,袋,,
試,し,試,,
図,ず,図,,
夕,ゆう,夕,,
服,ふく,服,,
中,ちゅう,中,,
作,さく,作,,
心,しん,心,,
家,か,家,,
明,めい,明,,
気,き,気,,
楽,がく,楽,,
月,げつ,月,,
豚,ぶた,豚,,
園,えん,園,,
界,かい,界,,
夜,や,夜,,
興,きょう,興,,
書,しょ,書,,
化,か,化,,
一,いち,一,,
地,ち,地,,
約,やく,約,,
交,こう,交,,
聞,ぶん,聞,,
医,い,医,,
計,けい,計,,
教,きょう,教,,
今,こん,今,,
時,じ,時,,
大,だい,大,,
見,けん,見,,
歴,れき,歴,,
障,しょう,障,,
車,しゃ,車,,
名,めい,名,,
全,ぜん,全,,
週手絡昼,しゅうてらくちゅう,週手絡昼,,
輩布院病,はいふいんびょう,輩布院病,,
運売物使,うんばいぶつし,運売物使,,
記袋試図,きたいしず,記袋試図,,
夕服中作,ゆうふくちゅうさく,夕服中作,,
心家明気,しんかめいき,心家明気,,
楽月豚園,がくげつぶたえん,楽月豚園,,
界夜興書,かいやきょうしょ,界夜興書,,
化一地約,かいちちやく,化一地約,,
交聞医計,こうぶんいけい,交聞医計,,
教今時大,きょうこんじだい,教今時大,,
見歴障車,けんれきしょうしゃ,見歴障車,,
名全,めいぜん,名全,,
漫,まん,漫,,
曜,よう,曜,,
究,きゅう,究,,
漫曜究,まんようきゅう,漫曜究,,
